id,title,vote_average,vote_count
745,The Sixth Sense,7.7,3223
913,The Thomas Crown Affair,6.7,349
912,The Thomas Crown Affair,6.9,95
12229,The Acid House,6.4,33
67323,The Adventures of Sebastian Cole,6.5,2
91076,Illuminata,6.3,7
89861,Stiff Upper Lips,10,1
19457,The Yards,6,98
11353,Bowfinger,6,258
17707,Brokedown Palace,6.2,115
9781,Detroit Rock City,6.7,102
102489,Alice and Martin,6,6
18212,Better Than Chocolate,6.4,25
13817,Head On,5.8,18
126996,Marcello Mastroianni: I Remember,5.5,2
38715,Cobra,6.7,3
48781,Never Talk to Strangers,4.7,31
12185,Heaven Can Wait,6.4,84
29056,The Raven,6.3,56
26857,The Tingler,6.4,34
28501,The Pit and the Pendulum,6.9,67
29030,The Tomb of Ligeia,5.8,43
25319,The Masque of the Red Death,6.6,62
29074,Tales of Terror,6.3,35
24103,Haunted Honeymoon,5.4,45
10552,Cat's Eye,5.9,140
9267,And Now for Something Completely Different,7.1,139
10766,Damien: Omen II,6.1,170
10768,Omen III: The Final Conflict,5.5,132
813,Airplane!,7.1,1104
2665,Airplane II: The Sequel,6,276
9406,An American Werewolf in Paris,5.3,154
11418,National Lampoon’s European Vacation,6,232
11153,National Lampoon's Vacation,7.1,412
14170,Funny Farm,6,74
2280,Big,6.9,1022
11077,Problem Child,5.5,152
28597,Problem Child 2,5.2,101
22611,Little Nemo: Adventures In Slumberland,7.1,36
39780,Oscar and Lucinda,6.2,26
10396,Tequila Sunrise,6,116
9944,The Pelican Brief,6.3,377
850,A Christmas Story,7.4,352
10154,Mickey Blue Eyes,5.3,142
10342,Teaching Mrs. Tingle,5.3,94
10366,Universal Soldier: The Return,4.2,138
9349,Universal Soldier,5.8,382
15122,Love Stinks,5.4,11
10494,Perfect Blue,7.9,261
126152,With Friends Like These...,0,0
22314,In Too Deep,6.3,18
51679,The Source,4.9,5
35813,The Bat,5.9,18
11037,Iron Eagle,4.8,64
11955,Iron Eagle II,4.3,17
2038,Iron Eagle III,3.6,15
28737,Iron Eagle IV,3.2,8
11963,Three Days of the Condor,7.2,234
141489,Hamlet from the Lunt-Fontanne Theatre,6,2
53761,Male and Female,5,1
9096,Medicine Man,5.8,114
91893,The Spiders - The Golden Sea,5.7,5
113273,On the Ropes,5,1
103793,Rosie,5,2
1911,The 13th Warrior,6.4,524
2900,The Astronaut's Wife,5.5,263
17709,Dudley Do-Right,3.8,49
37718,The Muse,5.3,31
47144,Cabaret Balkan,7.3,4
104896,A Dog Of Flanders,6.4,6
30964,The Lost Son,5.8,6
52366,Lucie Aubrac,5.9,8
6373,The Very Thought of You,5,11
2162,Chill Factor,5.3,30
14578,Outside Providence,5.6,30
40694,Bedrooms and Hallways,5.9,11
4338,I Woke Up Early The Day I Died,4.7,3
49184,West Beyrouth,8.8,5
10307,Stigmata,6,248
11601,Stir of Echoes,6.5,334
18621,Best Laid Plans,6,30
1075,"Black Cat, White Cat",7.7,160
21719,The Minus Man,6.4,19
40879,Whiteboyz,4.8,4
47951,The Adventures of Milo and Otis,6.7,54
43832,Only Angels Have Wings,7,47
47697,Othello,6.5,35
49792,Queens Logic,5.7,6
77064,Public Access,5.5,3
26522,A Soldier's Story,6.2,54
23761,Alice Sweet Alice,6.4,58
24097,Don't Look in the Basement,5.2,19
42114,Nightmares,5.4,23
28295,I Saw What You Did,5.8,11
12105,Yellow Submarine,7.1,114
14,American Beauty,7.9,3438
24128,Stop Making Sense,8.7,47
11001,Blue Streak,6.1,359
10390,For Love of the Game,6.3,88
9453,Caligula,5.3,147
704,A Hard Day's Night,7.3,172
35122,Splendor,5.5,14
142132,Sugar Town,5.5,2
24153,The Buddy Holly Story,7.5,33
11797,Fright Night,6.9,279
18086,Fright Night Part 2,6.4,81
124475,La séparation,5.4,7
17887,Barefoot in the Park,6.9,105
10669,Deliverance,7.2,441
11527,Excalibur,7.1,241
42848,Lulu on the Bridge,5.8,5
40867,The Pajama Game,6.3,12
1049,Sommersby,6,82
28032,Thumbelina,6.1,117
11326,Tommy,6.5,69
28377,Hell Night,5.6,32
10975,Armour of God II: Operation Condor,7,109
10974,Armour of God,6.8,111
10398,Double Jeopardy,6.2,282
2290,Jakob the Liar,6.1,91
24071,Mumford,6.3,27
62994,Dog Park,5.8,4
60994,Guinevere,5.9,9
16112,The Adventures of Elmo in Grouchland,6.3,14
32305,Simon Sez,3.6,17
14429,Drive Me Crazy,5.8,62
15198,"Mystery, Alaska",6,71
6415,Three Kings,6.6,709
24066,"Happy, Texas",5.5,39
21430,New Rose Hotel,5,24
10381,Plunkett & MacLeane,6.1,49
171982,Romance,0,0
42486,Napoleon and Samantha,6.6,8
60285,Alvarez Kelly,6.6,10
5622,And the Ship Sails On,7,22
10349,The Dark Half,5.4,91
42518,Gulliver's Travels,6.3,26
29787,Monkey Shines,6.2,58
9638,Phantasm,6.5,166
10576,Psycho II,6,128
12662,Psycho III,5.4,79
61369,Rain,5.1,8
11712,Sanjuro,7.8,122
12618,Random Hearts,5.3,63
13824,Superstar,5,85
226,Boys Don't Cry,7.2,360
288772,"Five Wives, Three Secretaries and Me",0,0
55107,L'ennui,6.1,12
69851,The Grandfather,6.7,11
10388,The Limey,6.6,110
17198,The Mating Habits of the Earthbound Human,6.4,18
44857,Molly,5.5,14
9346,Risky Business,6.4,340
861,Total Recall,7.1,1745
14412,Body Heat,7.1,128
9377,Ferris Bueller's Day Off,7.5,1340
11541,The Year of Living Dangerously,6.8,84
2457,Children of Paradise,7.9,79
11901,High Plains Drifter,7.4,284
4929,Hang 'em High,6.7,197
85325,Citizen's Band,4.7,6
11230,Drunken Master,7.2,178
8416,The Conformist,7.6,129
11054,Hairspray,6.6,102
851,Brief Encounter,7.6,123
24453,The Razor's Edge,6.9,16
18254,Reds,7.1,70
56235,Return with Honor,4,2
20123,Time of the Gypsies,7.2,53
16642,Days of Heaven,7.6,236
2593,The Fire Within,7.4,38
42020,El Amor Brujo,7,4
3086,The Lady Eve,7.5,74
16305,Sullivan's Travels,8,100
32255,The Palm Beach Story,7.3,46
48797,Man Facing Southeast,7.1,12
19997,Niagara,6.7,84
3767,Gilda,7.6,113
17352,South Pacific,6.3,29
535,Flashdance,6.1,313
2731,Indochine,7.2,32
1654,The Dirty Dozen,7.5,309
31043,Mike's Murder,5.5,4
14831,Help!,6.5,85
658,Goldfinger,7.2,1005
657,From Russia with Love,6.9,773
646,Dr. No,6.9,953
5689,The Blue Lagoon,5.8,422
391,A Fistful of Dollars,7.6,909
8052,Hard Eight,6.8,177
772,Home Alone 2: Lost in New York,6.3,2459
65448,Penitentiary,4.9,8
65452,Penitentiary II,3,1
31650,Someone to Watch Over Me,5.8,38
73575,Sparrows,8,9
302579,Naturally Native,0,0
550,Fight Club,8.3,9678
97537,Beefcake,4.6,10
12220,The Story of Us,5.9,75
1610,Fever Pitch,6.1,53
53151,Joe the King,6.3,8
42881,Julien Donkey-Boy,7.1,27
29064,The Omega Code,4.4,17
404,The Straight Story,7.7,315
42196,The Bad Seed,7.1,91
36819,Time Bandits,6.6,255
42726,A Man and a Woman,7.2,33
9343,Fitzcarraldo,7.7,151
16858,All That Jazz,7.3,88
42006,Red Sorghum,7,36
11562,Crimes and Misdemeanors,7.4,201
10496,Bats,4.1,35
16162,The Best Man,6.8,38
8649,Bringing Out the Dead,6.6,228
31306,Crazy in Alabama,6.5,13
10563,Three to Tango,5.4,63
14484,Body Shots,4.7,21
214735,Men Cry Bullets,7,1
94857,Brother Can You Spare A Dime,6,1
32043,The Guardian,5.3,32
15247,The Ipcress File,6.8,84
29251,On Any Sunday,6.9,7
5548,RoboCop,7.1,1494
5549,RoboCop 2,5.6,498
856,Who Framed Roger Rabbit,7.2,1466
38772,Melvin and Howard,6.8,18
699,For Your Eyes Only,6.3,497
709,Licence to Kill,5.9,549
253,Live and Let Die,6.4,540
13511,Rawhead Rex,4.8,30
660,Thunderball,6.5,572
46798,The City,7.6,9
11377,House on Haunted Hill,5.5,211
26149,Music of the Heart,6.3,49
492,Being John Malkovich,7.3,1124
108346,Dreaming of Joseph Lees,6,2
98480,Man Of The Century,0,0
128,Princess Mononoke,8.2,2041
46286,The Suburbans,4,11
8672,My Best Fiend,7.6,45
8056,Train of Life,7.4,48
2020,The Bachelor,4.5,84
9481,The Bone Collector,6.5,843
9008,The Insider,7.3,489
14242,American Movie,7.7,57
16129,Last Night,7,41
104103,Portraits Chinois,7.5,2
11489,Rosetta,7.2,52
28145,"They Shoot Horses, Don't They?",7.4,51
51371,Battling Butler,5.7,13
18111,Bride of Re-Animator,6.1,70
31361,Bustin' Loose,5.7,15
11223,Coma,6.4,88
16281,Creepshow,6.7,228
16288,Creepshow 2,5.9,133
1694,Re-Animator,7,263
476,Drugstore Cowboy,7,117
37094,Falling Down,7.2,837
13555,The Funhouse,5.8,69
961,The General,8,240
73969,My Best Girl,8,2
24831,Piranha,5.7,120
64963,Rough Night in Jericho,7.3,5
85160,Slaughterhouse,5.3,12
25560,The Taming of the Shrew,6.9,35
21610,Nighthawks,6.4,87
11878,Yojimbo,8,334
11510,Repossessed,4.5,44
11234,The Omega Man,6,147
957,Spaceballs,6.7,924
11886,Robin Hood,7,1155
37853,Mister Roberts,7.3,43
62204,Quest for Fire,7.2,111
11040,Little Big Man,7.5,128
21849,A Face in the Crowd,7.4,48
1621,Trading Places,7.1,763
14035,Meatballs,5.9,79
40771,Meatballs Part II,3.5,13
40772,Meatballs III: Summer Job,4.4,14
40773,Meatballs 4,3.3,4
11498,Dead Again,6.7,81
11790,Peter's Friends,6.7,46
29371,The Incredibly True Adventure of Two Girls In Love,5.7,13
276635,Experience Preferred...But Not Essential,7.5,2
47941,Under the Rainbow,4.9,7
29048,How I Won the War,5.6,10
19052,Light It Up,6.6,7
21349,Anywhere But Here,5.9,67
1832,Dogma,6.8,842
10047,The Messenger: The Story of Joan of Arc,6.2,373
10228,Pokémon: The First Movie: Mewtwo Strikes Back,6.7,336
47692,Felicia's Journey,6.3,24
18561,Oxygen,5.4,15
144953,Where's Marlowe?,5.5,2
37426,The Ape,5.3,6
51787,British Intelligence,5.8,5
11663,The Commitments,7.4,132
13485,Holiday Inn,7.1,55
9289,The Longest Day,7.3,237
9264,Poison Ivy,5.2,85
18222,Poison Ivy: The New Seduction,4.1,28
124853,Ten Benny,10,1
11165,Tora! Tora! Tora!,6.9,150
4203,Women on the Verge of a Nervous Breakdown,7.6,149
24226,The Verdict,7.4,132
88875,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,6.9,12
11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,6.3,103
29154,Stand and Deliver,7.3,60
2039,Moonstruck,6.7,173
77915,The Sandpiper,5.7,16
11943,Jeremiah Johnson,7.5,126
11481,Repulsion,7.5,218
2690,Irma la Douce,7.1,74
20565,42 Up,6.6,9
27141,Liberty Heights,6.7,19
10399,Mansfield Park,6.7,81
90762,"Goodbye, 20th Century",7.5,2
2668,Sleepy Hollow,6.9,1774
36643,The World Is Not Enough,6,878
99,All About My Mother,7.4,337
159569,Home Page,0,0
77010,The Living Dead Girl,6,18
25898,Babes in Toyland,6.6,28
9647,Scrooged,6.7,395
11787,Harvey,7.7,159
5156,Bicycle Thieves,8,404
24276,Matewan,7.2,33
11953,Kagemusha,7.7,135
44662,47 Samurai,7.1,20
29005,McCabe & Mrs. Miller,7.3,82
26371,Maurice,7.1,62
596,The Grapes of Wrath,7.8,211
52470,My Man Godfrey,6.4,4
20334,The Shop Around the Corner,7.9,107
11393,The Natural,7,162
31121,Shampoo,6.3,41
293,A River Runs Through It,7,241
10998,Fatal Attraction,6.6,305
12235,Jagged Edge,6.5,63
36094,Stanley & Iris,5.7,26
9013,Midnight Run,7.2,241
11005,Awakenings,7.6,568
59820,Come See the Paradise,6.1,14
2924,Backdraft,6.4,360
177,The Fisher King,7.2,346
38557,The River,6.5,21
42087,Country,6.3,6
13681,Places in the Heart,7.1,31
34760,"'night, Mother",5.8,6
9946,End of Days,5.5,488
863,Toy Story 2,7.3,3914
31582,Flawless,5.9,56
125520,Miss Julie,6.3,3
22267,Ride with the Devil,6.6,49
55123,Tumbleweeds,6.2,11
5486,A Bay of Blood,6.4,53
10411,The Distinguished Gentleman,5.7,78
41462,The Hitch-Hiker,6.6,28
1718,Santa Fe Trail,3.6,5
28604,Lauderdale,1.7,3
15506,Agnes Browne,6.3,9
20024,The End of the Affair,6.6,56
78256,The End of the Affair,6.3,2
13787,Holy Smoke!,5.3,47
54933,A Map of the World,6.4,8
9684,Sweet and Lowdown,6.8,109
9586,The Bonfire of the Vanities,5.3,113
41638,Broadway Damage,6,1
70801,Daddy-Long-Legs,7.4,5
33015,Go West,6.8,19
777,Grand Illusion,7.5,126
21887,The Great Santini,6.9,21
5652,The James Dean Story,6.2,6
19664,The Sea Wolves,5.7,19
32331,Stealing Home,5.9,15
76083,Tarzan the Fearless,2.8,4
32628,Three Ages,7.2,20
32669,The Two Jakes,6.2,48
18161,U2: Rattle and Hum,6.3,28
31681,Hell in the Pacific,6.8,41
33666,The Glass Bottom Boat,4.8,16
32274,Cradle Will Rock,7.2,18
10402,Deuce Bigalow: Male Gigolo,5.4,314
497,The Green Mile,8.2,4166
1715,The Cider House Rules,6.9,285
35118,Diamonds,5.4,7
42739,The War Zone,7.2,54
26162,The Bat Whispers,6.3,4
25188,The Last Picture Show,7.6,133
15515,The 7th Voyage of Sinbad,6.8,52
75888,Blood on the Sun,5.1,7
1439,Anna and the King,6.4,204
2277,Bicentennial Man,6.9,998
10137,Stuart Little,5.8,998
10387,The Emperor and the Assassin,7.4,18
49948,Fantasia 2000,7,300
334,Magnolia,7.5,844
30237,Onegin,5.8,26
50116,Simpatico,5.3,6
46435,Topsy-Turvy,6.7,41
94260,The Alley Cats,2.5,2
22213,Boiling Point,4.6,26
47070,Brenda Starr,5.1,7
36492,Carnal Knowledge,6.7,34
624,Easy Rider,7,411
26578,The Falcon and the Snowman,6.5,43
415072,Hi-Yo Silver,0,0
43103,Room at the Top,6,20
43194,Ulysses,6.3,32
9563,Any Given Sunday,6.8,430
1850,Man on the Moon,6.9,444
926,Galaxy Quest,6.9,722
1213,The Talented Mr. Ripley,7.1,790
10471,Next Friday,6.5,145
10400,The Hurricane,7.2,401
10397,Angela's Ashes,7,59
20761,Play It to the Bone,5.7,53
12524,Titus,6.5,76
28216,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",6.3,17
36773,The Third Miracle,6.1,16
30814,Montana,4.8,4
10219,Snow Falling on Cedars,6.3,32
3558,"Girl, Interrupted",7.6,747
104878,Trans,0,0
41276,The Life and Times of Hank Greenberg,4,2
17908,My Dog Skip,6.5,71
10384,Supernova,4.9,109
125317,The Quarry,2.5,2
48233,The Terrorist,8.1,4
10236,The Way We Were,7.1,87
71067,Tess of the Storm Country,5,1
632,Stalag 17,7.6,143
11851,The Presidio,5.7,80
5924,Papillon,7.8,445
33734,Pal Joey,5.9,16
14886,The Last Detail,7.1,85
26617,Five Easy Pieces,7.2,114
11900,Even Dwarfs Started Small,6.6,27
10493,Dead Calm,6.6,178
16241,The Boys from Brazil,6.6,102
27632,Black Sunday,7.2,79
22160,Against All Odds,5.7,40
4460,The Snows of Kilimanjaro,6.1,18
9644,National Lampoon's Loaded Weapon 1,5.7,161
43455,The Loves of Carmen,8,2
13342,Fast Times at Ridgemont High,7,330
35119,A Cry in the Dark,6.4,49
21256,Born to Win,6.1,7
14919,Batman: Mask of the Phantasm,7.4,218
14040,American Flyers,6.1,33
75641,Voyage of the Damned,5.5,5
17343,Vampyros Lesbos,5.5,29
22692,A Star Is Born,6.3,24
47620,Poison,6.4,15
2990,Pacific Heights,6,83
38775,Night Tide,6.2,16
10831,The Draughtsman's Contract,6.9,44
21193,Carmen,5.9,6
33078,A Zed & Two Noughts,6.8,31
16672,Woman in the Dunes,8.1,88
10472,Down to You,4.9,71
123277,Hellhounds on My Trail: The Afterlife of Robert Johnson,0,0
79474,"Not Love, Just Frenzy",4.6,4
97805,Wirey Spindell,5.5,2
53714,Another Man's Poison,6.4,9
21489,The Odessa File,6.7,50
51392,The Saphead,6.4,6
32600,Seven Chances,7.3,49
110479,Smashing Time,4.8,2
299121,Train Ride to Hollywood,0,0
13005,Where the Buffalo Roam,6.1,48
65134,Zachariah,7,1
121738,Kestrel's Eye,0,0
18681,Eye of the Beholder,5.3,42
75531,Isn't She Great,4.6,14
20468,The Big Tease,5.8,6
14521,The Cup,5.9,9
46835,Santitos,6.3,2
10406,Encino Man,5.6,197
14741,The Goodbye Girl,7.3,37
32015,I Am Cuba,8,33
1883,Malcolm X,7.3,377
2005,Sister Act,6.5,713
6279,Sister Act 2: Back in the Habit,5.9,384
11087,The Hand that Rocks the Cradle,6.5,196
7305,Alive,6.7,383
24735,Agnes of God,6.2,40
9475,Scent of a Woman,7.3,763
8872,Wayne's World,6.5,738
8873,Wayne's World 2,5.8,281
11287,A League of Their Own,6.8,362
9869,Patriot Games,6.4,440
619,The Bodyguard,6.2,681
9374,Death Becomes Her,6.3,655
11259,Far and Away,6.3,294
8293,Howards End,7,98
11068,Singles,6.6,106
1923,Twin Peaks: Fire Walk with Me,7.3,429
10158,White Men Can't Jump,6.2,305
10206,Buffy the Vampire Slayer,5.3,192
11782,Hard Boiled,7.4,169
10086,Man Bites Dog,7.2,194
9367,El Mariachi,6.6,243
9876,Stop! Or My Mom Will Shoot,4.6,220
10326,Forever Young,6,258
16562,The Cutting Edge,6.6,59
9609,Of Mice and Men,7.1,147
12143,Bad Lieutenant,6.9,162
4234,Scream 3,5.7,749
9605,Single White Female,6,139
8374,The Boondock Saints,7.2,848
29076,Gun Shy,5.4,24
80471,Beloved/Friend,6.1,5
49477,Gendernauts: A Journey Through Shifting Identities,10,2
121940,Knockout,0,0
28156,The Baby,6.1,20
113096,The Brandon Teena Story,7.3,3
106837,Different for Girls,5.2,5
24349,Minnie and Moskowitz,6.4,19
27841,They Might Be Giants,7.3,19
1907,The Beach,6.3,1271
15489,Snow Day,4.8,51
15655,The Tigger Movie,6.3,146
68546,Cotton Mary,5.3,3
36210,Not One Less,7.5,36
279444,Soft Toilet Seats,0,0
77908,Trois,4.5,1
22342,The Big Combo,7.2,25
96484,Conceiving Ada,0,0
30062,Eaten Alive,4.9,41
62463,Raining Stones,5.7,20
25934,"To Sir, with Love",7.6,72
101383,With Byrd at the South Pole,7.5,2
14181,Boiler Room,6.5,202
10385,Hanging Up,5,42
2787,Pitch Black,6.7,1812
2069,The Whole Nine Yards,6.3,540
61416,Beautiful People,6,11
79515,Black Tar Heroin: The Dark End of the Street,7.1,6
14839,Blue Collar,7.2,30
42186,Bluebeard,5.6,7
28978,The Circus,8,119
901,City Lights,8.2,444
25010,The Flamingo Kid,6,17
36208,A Dog's Life,7.1,46
10098,The Kid,8,404
18264,The Man from Laramie,6.8,41
291861,The Wild McCullochs,0,0
33374,Class Reunion,3.4,5
43368,The Big Trees,5.2,7
127602,Happy Go Lovely,5,1
2155,Reindeer Games,5.3,175
11004,Wonder Boys,6.9,165
25212,Deterrence,6.1,7
36048,Judy Berlin,4.8,3
139,Mifune,6.8,16
210307,The Waiting Game,0,0
47816,3 Strikes,5.9,15
20682,Chain of Fools,5.9,24
25166,Drowning Mona,5.4,43
1831,The Next Best Thing,4.3,29
10416,What Planet Are You From?,5.4,37
14271,Beyond the Mat,7.8,17
4816,Ghost Dog: The Way of the Samurai,7.2,306
19958,The Year My Voice Broke,7.3,10
28569,Splendor in the Grass,7.1,49
2193,My Tutor,5.8,17
64871,The Legend of Lobo,0,0
54575,The Killing of Sister George,6.2,13
11016,Key Largo,7.6,124
23020,Jail Bait,3.5,11
54195,It Happened Here,5.3,7
139058,I'll Never Forget What's'isname,7,3
20423,For All Mankind,8.3,34
10839,Cross of Iron,6.6,89
36489,Bride of the Monster,4.2,24
24481,Born Yesterday,6.6,35
11296,Birdy,6.9,112
61651,And God Created Woman,3.8,13
28172,Blood Feast,5.3,26
57855,"Charlie, the Lonesome Cougar",4.9,4
28180,Color Me Blood Red,5,16
14280,Never Cry Wolf,6.9,36
72086,The Night Visitor,7.3,6
149687,The Perils of Pauline,8,1
29478,A Raisin in the Sun,7.1,26
28177,Two Thousand Maniacs!,6.2,30
64166,Brown's Requiem,6,2
73642,The Closer You Get,4.5,2
2067,Mission to Mars,5.7,374
622,The Ninth Gate,6.3,768
110666,Condo Painting,0,0
28463,East/West,7.5,11
12186,Defending Your Life,6.5,65
20283,Breaking Away,7.4,80
5693,Hoosiers,7.1,143
287,Bull Durham,6.6,154
968,Dog Day Afternoon,7.6,685
838,American Graffiti,6.9,330
16958,The Asphalt Jungle,7.5,102
3114,The Searchers,7.7,332
31938,The Devil's Brigade,6.4,23
12501,The Big Country,7.8,70
22650,Any Number Can Win,6.9,17
31618,Betrayed,5.6,19
42232,Bound for Glory,7,22
15873,The Bridge at Remagen,6.2,37
26928,Buck and the Preacher,5,10
68427,Daughters of the Dust,6.8,9
25392,Destination Moon,6.1,17
67455,The Fantastic Night,5.7,3
22178,Hangmen Also Die!,6.8,26
48213,The Ogre,6.4,14
35412,On the Beach,6.7,60
43463,Railroaded!,6.6,9
59939,Slaves to the Underground,5,2
159727,Song of Freedom,0,0
244151,Big Fella,8,1
8333,The Taking of Pelham One Two Three,7.6,109
19259,Volunteers,5.6,39
820,JFK,7.5,513
11718,Who's Harry Crumb?,5.5,77
8989,Harry and the Hendersons,5.6,157
32031,Let's Get Harry,4.7,3
58048,Shanghai Surprise,2.9,15
26827,Who's That Girl,5.2,51
11157,She-Devil,5.4,82
28370,Date With an Angel,5.6,20
918,Blind Date,5.6,115
61178,Nadine,5.5,21
11176,The Muppet Movie,7,168
14900,The Great Muppet Caper,6.9,72
11899,The Muppets Take Manhattan,6.5,102
36536,Sesame Street Presents Follow That Bird,6.5,12
18890,We're Back! A Dinosaur's Story,5.8,109
19736,Baby: Secret of the Lost Legend,5.3,24
123047,Turtle Diary,8.3,4
24575,Raise the Titanic,5.2,21
16535,Titanic,6.2,27
10971,A Night to Remember,7.5,45
23928,Captain Horatio Hornblower R.N.,6.5,23
31336,The Carriers Are Waiting,7.3,8
462,Erin Brockovich,7.1,730
9532,Final Destination,6.4,1416
117259,Soft Fruit,0,0
78231,Babymother,3,1
2383,The Bear,6.9,85
25503,Impact,5.8,6
53879,Love Is a Many-Splendored Thing,5.8,23
1396,Mirror,7.8,147
11570,The Crimson Pirate,6.9,30
1541,Thelma & Louise,7.2,766
150043,Something For Everyone,7.1,6
17443,...And Justice for All,7.1,118
8469,Animal House,7,420
27995,She's Gotta Have It,6.2,29
36739,School Daze,6.1,27
925,Do the Right Thing,7.6,301
41823,Mo' Better Blues,6.3,48
1713,Jungle Fever,6,71
26170,Coogan's Bluff,6.2,80
30547,The Champ,6.7,38
54825,Creature Comforts,7.3,29
13939,Death Wish,7,165
14373,Death Wish 2,6.1,74
24873,Death Wish 3,6.1,68
26263,Death Wish 4: The Crackdown,5.6,51
34746,Death Wish 5: The Face of Death,5,46
996,Double Indemnity,8,425
9079,Dying Young,5.8,87
1496,Cool as Ice,4.7,27
1498,Teenage Mutant Ninja Turtles,6.5,486
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,290
1499,Teenage Mutant Ninja Turtles III,5.1,189
1880,Red Dawn,6.4,217
33762,Band of the Hand,6.9,14
103960,Born American,3.6,7
11690,Bloodsport,6.6,370
29143,Eyes of Laura Mars,5.7,46
35292,Funny Bones,6.8,12
36652,The Good Earth,5.7,13
801,"Good Morning, Vietnam",7.1,658
104301,The Good Mother,4.7,5
11520,Grumpy Old Men,6.5,176
1879,Guess Who's Coming to Dinner,7.6,174
2085,Romeo Must Die,6,334
13539,Here On Earth,5.4,48
16222,Whatever It Takes,5.1,38
109479,Buddy Boy,6,1
17078,The Color of Paradise,7.1,34
37722,Waking the Dead,6.5,22
75892,Blood and Sand,3.3,4
33516,Gothic,5.8,33
99008,Hillbillys in a Haunted House,1.5,6
9960,Lord of the Flies,6.6,164
3082,Modern Times,8.1,881
49338,National Lampoon's Last Resort,4.6,8
2102,Solar Crisis,4.4,7
52961,That's Life!,4.7,3
12187,Heart and Souls,6.6,84
24748,Hud,7.4,69
990,The Hustler,7.6,243
1908,Inherit the Wind,7.6,93
9764,Dersu Uzala,8,90
840,Close Encounters of the Third Kind,7.2,1122
39890,The City of the Dead,6.5,34
42237,Jonah Who Will Be 25 in the Year 2000,8,4
26689,Retroactive,6,39
25673,A Place in the Sun,6.9,87
2291,Jacob's Ladder,7.3,376
13531,Empire Records,6.6,188
16620,La Bamba,6.8,120
526,Ladyhawke,6.8,264
13346,Lucas,6.4,53
243,High Fidelity,7,636
10501,The Road to El Dorado,7,892
11478,The Skulls,5.7,160
96167,Autopsy,7.3,3
24212,Devil Girl from Mars,4,8
6644,El Dorado,7.2,96
41038,The Hideous Sun Demon,5.7,3
879,Hook,6.7,1563
32613,Horror Express,6.2,63
39406,My Chauffeur,6.2,6
85689,The Son of the Sheik,4.7,3
31624,Torso,6.2,39
17529,True Grit,7.3,205
40841,Roadside Prophets,6.8,6
118098,Madame Sousatzka,5.4,7
1793,Max Dugan Returns,6.3,18
11327,Midnight Express,7.6,309
1700,Misery,7.6,1085
54087,Mr. Saturday Night,5.2,17
34322,Murphy's Romance,5.7,14
41659,My Life,6.2,50
593,Solaris,7.7,364
10774,Network,7.8,391
10083,No Way Out,6.9,155
29786,North Dallas Forty,6.2,12
11356,The Odd Couple,7.5,121
10747,The Outlaw Josey Wales,7.4,303
38809,Black and White,4.6,20
10559,Frequency,7,473
20697,Ready to Rumble,4.7,51
2621,Return to Me,6.1,68
10479,Rules of Engagement,6,178
125709,Joe Gould's Secret,6.8,6
49721,Me Myself I,5.9,11
2006,"Bell, Book and Candle",6.4,37
184885,The Bells,7,1
46625,The End of Violence,5.1,17
17339,Force 10 from Navarone,6.4,94
26879,How to Stuff a Wild Bikini,6.6,10
11305,Mystery Train,7,92
48211,Sacco & Vanzetti,6.8,21
28975,Taffin,6.4,8
13665,Arthur,6.5,125
12309,Bachelor Party,5.8,156
1552,Parenthood,6.4,177
106,Predator,7.3,2129
10333,The Prince of Tides,5.9,57
11027,The Postman Always Rings Twice,6.4,115
61560,Smoking / No Smoking,6.6,11
123757,All the Vermeers in New York,0,0
27197,An Actor's Revenge,6.6,11
10468,28 Days,6,210
1359,American Psycho,7.3,2128
4967,Keeping the Faith,5.9,161
31776,Where the Money is,5.5,15
10557,East Is East,6.5,60
27745,The Filth and the Fury,7.3,29
19214,Passion of Mind,5.8,6
46686,Third World Cop,0,0
71402,Coming Apart,6,4
13776,Diner,6.9,84
26291,Shakes the Clown,5.5,25
10784,Cabaret,7.4,210
10242,What Ever Happened to Baby Jane?,7.9,210
27857,Prick Up Your Ears,6.1,27
16347,Auntie Mame,6.4,28
4825,Guys and Dolls,6.9,55
11654,The Hunger,6.4,114
10518,Marathon Man,7.2,227
11977,Caddyshack,6.7,370
18041,Gossip,5.6,70
14736,Love & Basketball,7.5,93
3536,U-571,6.1,345
1443,The Virgin Suicides,7.1,841
10424,Jennifer Eight,5.8,74
80677,The Law,6.8,4
28971,Limelight,8,99
49096,Empire of Passion,6.7,18
310431,Stacy's Knights,0,0
40562,Committed,4.4,12
9456,The Crow: Salvation,4.9,74
889,The Flintstones in Viva Rock Vegas,4.4,140
10564,Where the Heart Is,6.9,159
15723,The Big Kahuna,6.8,91
19600,Bossa Nova,6.1,9
125537,Smiling Fish & Goat On Fire,7,1
452,The Idiots,6.7,107
68170,The Last September,8,1
36234,Timecode,5.9,19
39283,Carnosaur,3.9,21
65460,Carnosaur 2,4.8,12
55667,Carnosaur 3: Primal Species,5,12
31978,Defying Gravity,4.8,6
12476,The Hidden,6.7,85
