Tweet,Sentimental,:),:-),:d,thanks,love,good,thank,see,happy,great,:(,:-(,miss,please,want,can't,time,sorry,one
Goning to make thos a positive day :) you're an adult and i can't keep on acting like your mom..,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
@ASAPOFFICIAL we love you Liza!:)😘,Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@mariaebun its not me :( its the person in me, sorry xxx",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
@PerezHilton That is hardly a respond :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I want to watch Paper towns :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
@critalks @batwife sorry :( I'll let you know if I see any ♡,Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
@IamMansoorKhan I hate it when u are offline :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Need holiday :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chinua Achebe To me being an intellectual doesnt mean knowing about intellectual issues it means taking pleasure in them. :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@jazminbonilla77 jazmin Bonilla :), Wanna Secret guide to get Free Stars Kim Hollywood? Should check it now before you missed on my Bio",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I added a video to a @YouTube playlist http://t.co/yzpfsMxUq0 im back on twitch and today it going to be league :) - 1 / 4,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Im watching disney channel by myself :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@IsaacKirop Thank you for following us :) if you like cool new products, check out our campaign: http://t.co/qv2DwDbGI3",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@NgSyafiq but he's sleeping and he's so cute :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Jumma kareem :)

Friday Reminder: Do Recite Surah Kahaf..",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@AmazonHelp @amazin @amazonsupport no contact whatsoever from anybody :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@sophielbradshaw We have discontinued this product, Sophie. Really sorry for any disappointment :( We will pass your feedback on!",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
@riseagainst why you don't come to Barcelona this year? :( won't be able to see you in Madrid or Bilbao...,Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
But but Mr Ahmad Maslan cooks too :( https://t.co/ArCiD31Zv6,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hi @NJES44, thanks for connecting. We specialise in thermal imaging surveys – here if you need us :)",Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ughh i got nothing but pain :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@SammyAlbon morning! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hallo Twitter :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hi @goldquarter1, thanks for connecting. We specialise in thermal imaging surveys – here if you need us :)",Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"awww, STealth Bastard 2 is named STealth Inc on steam too :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@baexsuze ores! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@UrstrulyMJ i will surely watch pokiri  1nenokkadine are my all tym favs :-) #BajrangiBhaijaanHighestWeek1 @raman_akshay @urstrulyMahesh,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You are very very okay... love does not ask why... :-) https://t.co/3RKmJ4LubB,Positive,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Vanessauhhh he doesn't win any :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@thei100 @Independent you said I was a man, I don't have dangling bits :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rain rain go away :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@schangmine follow me back? thankyou! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aku chelsea koe eMyU, can you see that i miss you :(",Negative,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
yang on retweet ~! :) :D,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yhoooooo ngi happy today. Nothing can ruin my mood hey :) :) :),Positive,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
@JdrqRicah  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can't sleep :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"* ✫ ✧ ˚ @Louis_Tomlinson ✧ · ✵ ⊹
Thank you for always putting
a smile on my face
Mind following me? :)
Have a nice day x
1707",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rip whitney houston. :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@TfLWaystoPay got it, thanks g :)",Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@mullingfrackle fback? :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sunburn is peeling :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Chelt52 Kind words - thank you very much! It's @SueRyderLCH that does so much good in the #Cheltenham area :),Positive,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
@JillyBeanYarns Morning! Thank you for RTs.  : ),Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harryxhood you're really pretty and I love the feel of your account so yaya that's nice :) we don't talk at all which is upsetting,Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Vitality_Watson why do you do this when Im in work :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hate pimples :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Such a stressful and upsetting day yesterday, the UK government sucks :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I didn't changed, you just didn't know who I really am :) #credits",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@DrakesRest likewise on the incredible food folks - keep up the great work! :D,Positive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"@HitItRichSlots Hey there, just a good suggestion, you guys should make a minions slot!! It would be so fun and cute :)",Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
@amnesiall i love you :(,Negative,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@lollypng :( *hugs* I hope you can rest soon.,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Only one leg on September. So perhaps BB will promote the full album on September :D
http://t.co/ZV1HdZB7Nm",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
@dtaylor5633  Nothing worse :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shanzay salabraty :(((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x19",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@_Dedox :( I'll do high you do low,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@banouuu what ???:p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Rosebud_Blush @fly_t_girl @foxxie75 @hayleyy2k @LucyoBailey @JodieCassidy4 thank you! :) x,Positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"@bravefrontiergl could you pls take care of the servers befor you send that? We have no value in it, as long as we can't get in :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
@JEDIEV11 thank you!! :D,Positive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
My assignments have been failed :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @xhebenkewu_9920,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The best photobomb :D [pic] — https://t.co/3dP40WD5n2,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@robinrimbaud I'm also moving tomorrow. Good luck with it all :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@wajiyaamjad ohh :( the first year will be a bit tiring but things get better after that!,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
So apparently it's no shower friday at the subway and no one was kind enough to tell me. Not cool guys! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
It was overwhelming. My groupmates are thankful to me because our group got 1. 75 in a recitation because of me. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@phedran A great Skyblock stream too. :),Positive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
@HiddlesSupport So much :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@NOTASLIMBOY nice one :))),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"@Emmalaalaaa I don't even know what's going on :( fill me in please? !

#soon babe... ♡♥♡♥

Xoxoxo",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
@JORGEACISNEROS okay let me get my bat :)))),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U cant change how people feel about u so dnt try , just live ur life and  be happy :)",Positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anyway my Friday is looking kinda gooood :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Become better to atrack better :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@CHUBANHES fback? :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@GO_ADdy are you like the best brother ever :) #SoSweet #WSaleLove,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@xcrazy90skidx @kowtsnatinito @_patnicolexx ems haha :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@tanginnomo no he kept looking at my bag :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
When everyone is fuckin irritating :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Windows All my life :) Starting from Windows 98.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@_KatKennedy Ack! I do think you should read it :) I have heard only good things so far. It just seems.. awesome, hih :)",Positive,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I love Baekhyun because I love it when he eyesmiles :),Positive,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@FuzionDroid @iphonetips1 :( the cold never bothered me anyway.,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
where's all the jaebum baby pictures :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@AmericanFujoshi doesn't have the sound effects :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@llredraven @LinnySmit @erincheshirecat @phycoinsc @paigejiffy @lilginger864 @BlueCat_hikes   Good night! Sweet dreams!  : )  xxoo  ♡♥♡,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thank you for the retweets @pbfurnitureltd and @Alipink27 :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@MSOpinion glad you liked :) @sureshbabu_,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bigbang need some rest :( they have been travelling from one place to another, must be really tiring for them :(",Negative,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
@tonywhittaker Fabulous! Well we hope you all have a great day :-) ^KB,Positive,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"wtf,i make new giveaway acc again...and now can't to tweet anything again!! :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Thank you @LaurieTatum2 as always! At last I’m back on track :) Hope you have a fantastic weekend! :) http://t.co/25fUKonLoM,Positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#schoolsoutforsummer Good luck all those fellow #parents who juggle work and the children :-) xx,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
did noone live for my drag drawing ok :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Noooot tired :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@BeaMiller are you going to follow me or nah?? Im waitting :(( #NotAnApology,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
m&amp;m's and kitkat please :((((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"@Btigzy @McJamKeyper JoeRine scene :)))))
JOSHANE POWER TANDEM",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Bosslady22d it's an opportunity for anyone to ask me questions babe! You included :) #4thStreetMusic  https://t.co/pg2SiRxvZ8,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bom dia a todos!!!! / Good morning all!!!! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@LoLEsportspedia thanks :D,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@WeeklyChris I just want your followback? :( but why you always makes SNOB :(
Sakit sa Heart &lt;/3",Negative,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
@lee_ball @imikerussell @SocialBro Ohh #HappyFriday! Thanks for the love team. :),Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@mattturner102 Thanks as always for sharing the @NTYorkshire love Matt :) Will you be braving the weather this weekend?,Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@sophieb666 I couldn't agree more :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Want to say a huge thanks to @WarriorAssaultS @uktac @BolleSafety @Mechanix_Wear @Airtech_Studios @Hexmags #FF Thanks for the support :),Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I miss Beks' original body since episode 13 :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"@Clazziebritchas then go to the outlying islands, such as Cheung Chau, Mui Wo....totally different :))",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gamer Follow Train!
Follow Me
Retweet this
Follow all who retweeted
Gain active followers :) 1",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i wanna go to vidcon :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@wilywagtail It still happens a lot - unfortunately there are still reports that people are falling for the scam :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
She must be very tired :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"so sad to be leaving, Tim Horton's is better than Dunkin :(((",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I miss CR!! Feel like going back but can't :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
@fluffyGAB aigoo our baby :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@chanhun4exo welcome :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wish I was going to ed in croke park today :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
don't sleep. I'm here : (,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I wish you cut your hair like this again :( http://t.co/Oyt8wMo7w9,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@cshottubhire @whittakerdesig1 @GEM_Business67 @Oldham_Hour Tank u, have a great one hope ur busy :)",Positive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Good morning. Thank YOU ALL for RTs, follows, mentions, favorites, convos, #sharing &amp; rescoops! Keep UP the GOOD work &amp; have a GREAT day :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@CellarDoorExp Fingers crossed for you :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Best get me and my little lady out of our pj's need to go wallpaper for me mom :( really cba today,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Jamie_MARIEbear I've literally just recovered :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I miss my boyfriend :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"@Kimberly_171 aw yk i wish i could :( , go to sleep babe you need your resy",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
is this better or should i just change it back omg :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@LivelyKaty *sighs dreamily at that pout and those 'come to bath' eyes!* :-) #quacketyquack,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My SNAPCHAT - AbbyMill18 #snapchat #snapchatme #wet #sex #sexy #indiemusic #hotels :( http://t.co/5OLTvTAO95,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@WordOfTheFree ago hogo vishaya all adu. BJP madatte anta vishwas ne illa. :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@glowypanda @Beakmoo @Pani_Bufetowa It made me happy, too. :-)",Positive,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I honestly had a blast getting shitfaced with the chat and with all you kind souls donating over 70$ tonight, singing disney songs was :D",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I miss Vegas :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
“@TheShoeBibles: Its mine.... http://t.co/I9rRNjyvUq” damnnn fineeeeeeeee omaigoshhhhhhh can I have you :((((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Finding a good conference hotel in London is tricky! They are all too small :(,Negative,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"@tk_kjk_kndr @boukendreamer OH MY GOD MISTY, MY BABY IS SO CUTE!!! :D",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hope #DJDerek is found safe &amp; well had many fun times at his gigs, absolute legend :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good morning all! Have a fab Friday! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@naqvisahab1 

Hahaha everyone has a fun story related to that song. We got labeled as the worst batch by the principal due to it :p",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Uber_Delhi been trying for the past two hours. Nothing :( http://t.co/oLrKJpHDPb,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@crosseyesmiley I didn't see you :(,Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
@jaredlovesjen i'm hoping that if he comes back to aus i can afford to go again but i dont think i'll be able to :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Jon_Clifton78 awesome :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
congratulation once again... INFINITE deserved it... :D fighting for Mubank today. I'll always support INFINITE ^^ https://t.co/9ZkFNrObsC,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@BBCNews @David_Cameron PICK ME PLEASE EMPLOYERS! :) http://t.co/vkKit1XOnT,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*yawns* good morning everyone *wags tail* how is everyone doing today :D,Positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
so cool :) http://t.co/tLYxMxe8J6,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great to attend #DigitalExeter last night and hear some interesting talks on #DigitalMarketing and #SociaMedia :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@usher ... please follback :) I love ur voice .. and all about u ... :) hehehehe &lt;3,Positive,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
@nidhi_budha Aja besi chati phulani swasa bahari jiba !! :p But Congrats :) Keep spreading the smiles like you always do with you tweets !!,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIK me guys : hunde6 #kik #kikhorny #tagsforlikes #skype #kikchat #amazon #kikhorny :( http://t.co/jGB5W5ct7t,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@DiscoQing AoS doesn't do it for me but I don't want to stick with 8th either. :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
get the fuck outta here :D https://t.co/neJd4AaQWZ,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megan fell asleep already :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Yeah, leave me on read :-(",Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@madziucha_5 yes he is :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I need to stop being so hardheaded :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@DrRamcharan55 u started the comparative religion rant as well :) after all ur a STUDENT of it. I guess the last benchers probably (1/5),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaved my hair.. i feel like I gotta shave my beard a bit now :( nooooope.,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@thenomimo Sorry for the delay Naomi :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@JaHz73 Thanks for the share Ju :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ugh :( My head hurts.,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@OJBJ @holmesjsamuel surely this could be your warmup this morning ??? Coming on 15th to Bath :) xx,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@dayloladay I missed this yesterday!! :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"All I want right now is the A, followed by the D and a cheeky J after that

Instead I've got some SEO and some NLs to be getting on with :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
@siddichan @Twitch YAAAAAAAAY thx :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ima leave this. right. here. :-) http://t.co/VlGObizVhd,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@burgeeem always remember to take a shit bb gurl. :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@boyfminseok i like lip balms but i don't like to be compared to those! hmph :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#TombRaider #hype thought you might like this @MelonieMac :D http://t.co/aXxprx1PRz,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@fkluca u are so cute thank u :(,Negative,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
I was looking forward to this Pixels movie and it turned out to be a bummer :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@lukesdagger JOKE LANG EH :( HAHDHDHSHHS,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@IzzyTailford that's true, I just want it soooooooner :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
my mum decides to walk in and scold me for not cleaning my room just as i sat down and chilled :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hot cosplayers: :)
hot cosplayers that kiss in ur fav pairing: 8)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@literalwt tyas mind to refollow me :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@COOLDEMIGODS omg same :( FABINA was BAE. It was my OTP before IK what OTP meant😂😂,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@SafaaAzadMalik_ okay, safaa, please follow me :( I love you",Negative,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
@WaseemBadami amazing set of questions bhai keep it up:(( missing shan e ramzan and u :((,Negative,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
So cold here in the office huhu :( No more tasks to do but I'll be here until 9pm hahaah!!,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87000 jobee delivery pls :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@4JStudios Now you made me really angry and sad ... :( NO NEW BIOMES! ...,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lemme cover u in lipstick n cran vodka :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Charlottegshore @PhoebeBooks @headlinepg Where can I buy/order your book #MeMeMe?? I'm from Finland so it isn't here yet.... :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
We had a minha for like a day :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Have a blessed Friday everyone!:))),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matchy matchy d elsa hair :-(( love u soo much! http://t.co/gySQ6arggu,Negative,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
